news_headline,news_article,news_category
"In a first, chimpanzees filmed applying insects to each other's wounds","Chimpanzees in West Africa's Gabon were filmed for the first time while applying insects to their wounds and those of others that scientists believe must be a form of medical treatment. They also said that in the recording, these chimpanzees showed ""prosocial behaviour"" closely associated with human empathy which denotes actions that benefit other individuals in the group.",science
"88% marine species affected by severe plastic pollution, finds WWF","A report by World Wildlife Fund (WWF) said 88% of marine species are affected by severe contamination of plastic in the ocean. The report found that the fossil-fuel derived substance ""has reached every part of the ocean"". As per the report, at least 2,144 species suffer from plastic pollution with plastic content found in shellfish like blue mussels and oysters.",science
"In a first, electrode spinal implant helps 3 paralysed people walk again","In a first, a man with a complete cut to his spinal cord and two paralysed persons were able to walk again with a spinal implant. In the technique, researchers laid a soft, flexible electrode on top of their injured spinal cord. This system helped in electrically stimulating their spinal cord that restored their body movements by mimicking brain's actions.",science
Japan firm sends robot to probe Fukushima plant's worst-hit reactor,"Japanese firm and operator of Fukushima nuclear plant, Tokyo Electric Power Company Holdings (TEPCO) sent a remote-controlled robot to probe plant's worst hit-reactor on Tuesday. According to TEPCO, the submersible robot will be followed by five others that will assess and take samples of melted fuel emitting fatally high radiation. In 2011, a tsunami destroyed three reactors of the plant.",science
"Half a million people have died since Omicron was detected, it's beyond tragic: WHO","WHO's incident manager Dr Abdirahman Mahamud said that everyone was saying Omicron COVID-19 variant is milder but ""half a million people have died since this was detected"". ""In the age of effective vaccines, half a million people dying, it's really something...It's beyond tragic,"" he added. Omicron makes ""previous peaks look almost flat"", Maria Van Kerkhove, WHO's COVID-19 Technical Lead, said.",world
"Referee gets hit on face with ice hockey stick during Beijing Olympics, video viral","A referee was unintentionally hit across her face with an ice hockey stick by a player during a match between the US and Canada at the Winter Olympics. A video of the incident has been widely circulated on social media. While blood gushed out of her injury, she returned to the rink to officiate the match after receiving medical help.",world
"Malala tweets on hijab ban in Karnataka college, says 'Stop marginalisation of Muslim women'","Nobel Peace Prize winner Malala Yousafzai on Tuesday tweeted on the issue of hijab ban in Karnataka college. She wrote, ""Refusing to let girls go to school in their hijabs is horrifying. Objectification of women persists - for wearing less or more."" She added, ""Indian leaders must stop the marginalisation of Muslim women.""",world
Kamala Harris' husband evacuated from school event after bomb threat,"US Vice President Kamala Harris' husband, Doug Emhoff, is safe after being evacuated from a high school in Washington DC on Tuesday by Secret Service agents following a bomb threat, his spokesperson said. The threat was made via a phone call, which authorities were tracing, police said. Emhoff was at Dunbar High School to help commemorate Black History Month. ",world
Putin agreed not to escalate Ukraine crisis: French Prez,"French President Emmanuel Macron on Tuesday said Russian President Vladimir Putin had told him that he would not further escalate the Ukraine crisis during their meeting in Moscow on Monday. Notably, Macron's announcement came after a Russian spokesman denied reports that Putin had assured the French President of not escalating the crisis. Macron met with the Ukrainian President on Tuesday.",world
Advisory issued for Indians in Canada and those travelling amid truckers' protest,"The High Commission of India in Ottawa has issued an advisory for Indian citizens in Canada and those who are planning to travel there to ""exercise a high degree of caution and remain alert"". This comes amid protests by truckers in Ottawa and other cities against COVID-19 vaccine mandates. Special helpline (6137443751) for distressed Indian citizens in Canada was released.",world
"Philippines logs over 3,500 new COVID-19 cases in last 24 hours","The Philippines' Department of Health reported 3,574 new daily COVID-19 cases on Tuesday. The officials added that the country recorded 83 deaths taking the total death toll to 54,621. Meanwhile, President Rodrigo Duterte urged residents to get vaccinated as the country is still not ""over the hump"". The Southeast Asian nation has so far reported over 36 lakh cases.",world
"Indonesia reports over 37,000 new COVID-19 cases in last 24 hours","Indonesian Health Ministry on Tuesday said the country reported 37,492 new daily COVID-19 cases in last 24 hours taking the total tally to over 45 lakh. The ministry added that 83 new deaths were recorded in the period. Meanwhile, Indonesia has administered over 32.5 crore COVID-19 vaccine doses including the booster dose since it started mass vaccinations in last January.",world
Hong Kong sees first potential COVID-19 death in 5 months,"Hong Kong reported its first potential death linked to COVID-19 in five months as a 73-year-old man suffering from chronic illness died on Tuesday. The hospital authorities said the man had tested positive for COVID-19 in screening during his admission. The death, however, has not yet been officially classified as a COVID-19 casualty pending additional tests.",world
"Mudslide in Colombia kills at least 14, injures 35","At least 14 people were killed and 35 injured after heavy rains triggered a mudslide in Colombia's Risaralda province, said authorities. Several houses were reportedly buried in the incident. Pereira Mayor Carlos Maya urged the people to leave the area as the risk of landslides persisted. Over 60 houses were evacuated as the authorities carried out a damage assessment.",world
Police arrest 13 in Belgium during anti-terror operation,"The police in Belgium on Tuesday detained 13 people for alleged links to a terror group during raids in and around the port city of Antwerp. About 100 police officers were involved in the operation. The police operation was not aimed at stopping an imminent threat of attack, according to the federal prosecutor's office.",world
Year-long battle over Yemeni city left 1 lakh displaced: Oxfam report,"International Charity Group, Oxfam on Tuesday said a year-long battle over city of Marib in Yemen has displaced one lakh people. Oxfam said at least 43 airstrikes hit civilian targets including houses and farms in January. Land mines killed eight in January alone, Oxfam added. Marib has seen multiple attacks by Saudi-backed forces and Iran-backed Houthi rebels since last February.",world
UK to bring law mandating porn sites to verify users’ age,"The UK government is planning to make it mandatory for porn websites to verify users' age and ensure only those aged 18 or above can visit. It will be part of the Online Safety Bill which the government will bring in the coming months. The defaulters could be fined up to 10% of their annual sales, said the government.",world
Israel strikes Syria in response to anti-aircraft fire,"The Israel Defense Forces (IDF) ""struck surface-to-air missile targets in Syria, including radar & anti-aircraft batteries"" on Wednesday after an anti-aircraft missile was fired towards Israel. The anti-aircraft missile triggered sirens in parts of Israel and occupied West Bank, and exploded in mid-air, IDF added. Syrian state news agency SANA claimed Syrian forces shot down some Israeli missiles.",world
"Italy makes protecting environment, biodiversity part of Constitution","Italy passed a law making environment protection a part of the Constitution on Tuesday. According to the law, the state must safeguard the environment, biodiversity and the ecosystem in the interest of future generations. No economic initiative should be taken at the cost of the environment, as per the new law. The environmental activists reportedly welcomed the decision.",world
Truckers block busiest US-Canada land crossing in COVID-19 protest,"Canadian truckers on Monday blocked lanes on Ambassador Bridge, the busiest US-Canada land crossing, in protest against Canada’s COVID-19 vaccine mandate for cross-border traffic and restrictions. Truck drivers, part of the ""Freedom Convoy"" began protesting by blocking streets in Canada’s capital Ottawa, from January 28. Canada’s Border Services Agency said the bridge will remain shut on Tuesday. ",world
Will not abandon Palestinian support for closer ties with Israel: Turkey,"Turkish Foreign Minister Mevlüt Çavuşoğlu on Tuesday said that Turkey will not turn its back on its commitment to a Palestinian state in order to broker closer ties with Israel. Notably, the remark comes ahead of an expected visit by the Israeli President to Turkey in March. Turkey has condemned Israel's occupation of West Bank and its policy towards Palestinians.",world
Iran reports over 100 COVID-19 deaths in a day amid Omicron surge,"Iran on Monday reported 104 COVID-19 related deaths in the past 24 hours, as the Omicron variant continues to spread across the country. Iran's official death count now stands at 1,32,934, making it the country with the highest national death toll in the Middle East. Around 80% of people aged 18 and older are fully vaccinated. ",world
UN demands release of 4 Afghan women activists and their relatives,"The UN human rights office on Tuesday called for the immediate release of four women activists and their relatives who were detained or abducted in Afghanistan after last month's protest over women's rights. The women had reportedly taken part in the protest, it said. ""We're gravely concerned for the safety of the disappeared women and their family members,"" it added.",world
Biden will soon engage with French Prez Macron over Russia: US,"US President Joe Biden will ""soon"" engage with his French counterpart Emmanuel Macron over ""the possible threat of a Russian invasion into Ukraine"", White House Press Secretary Jen Psaki said. Macron this week met Russian President Vladimir Putin, becoming the first leader of a major Western power to meet him after Russia massed troops along its border with Ukraine. ",world
We're not looking to rename Taiwan's de facto embassy: Australia,"Australian Foreign Minister Marise Payne said that Australia is not looking at renaming Taiwan's de facto embassy in the country. ""Australia remains committed to our one-China policy,"" Payne added. The minister's comments come after China downgraded ties with Lithuania after it allowed Taiwan to open a Representative Office in the capital Vilnius bearing its own name instead of Chinese Taipei.",world
Malaysian COVID-19 panel recommends reopening borders in March,"Malaysia’s COVID-19 recovery council on Tuesday recommended reopening its borders for travellers without quarantine requirements from March 1 to boost economic recovery. Currently, a bilateral agreement with Singapore allows people to enter quarantine-free. Around 98% of Malaysia’s adult population is fully vaccinated, and 89% of 12 to 17-year-olds are also vaccinated.",world
UAE says new blast was gas explosion as US warns of possible drone strike,"A blast that took place in the UAE's capital Abu Dhabi early on Wednesday was due to a gas explosion, authorities said, as the US embassy issued a warning of ""reports of a possible missile or drone strike"". The embassy also warned American citizens to stay vigilant. Yemen's Houthi rebels have launched several attacks targeting Abu Dhabi in recent weeks. ",world
Talks to revive 2015 Iran nuclear deal resume in Vienna,"Talks between Iran and the world powers to revive the 2015 nuclear deal have resumed in Vienna, Austria after a 10-day break. Officials said that the talks are reaching their final stage, though it's unclear how long that might take. The US has participated indirectly in the talks because it withdrew from the accord in 2018. ",world
Suspect who killed 1 man in US grocery store shooting arrested,"A suspect who on Monday opened fire in a US grocery store in Washington state, killing one man, Justin Krumbah, 38, and critically injuring another victim has been arrested. Aaron Christopher Kelly, 39, was arrested by police 241 km from the shooting incident. A $1 million arrest warrant had initially been issued nationwide for the suspect.",world
